
Kalah,2.758
I,0
DU,1.964
DR,2.131
I,2.454
Kalah,3.088
I,0
DL,1.116
DD,1.297
I,1.952
Kalah,2.51
I,0
DD,1.051
I,1.47
Kalah,1.96
I,0
DD,1.782
DL,1.982
I,2.393
Kalah,2.87
I,0
DL,0.782
I,1.319
Kalah,1.916
I,0
DD,1.485
DR,1.66
DU,1.664
I,1.997
Kalah,2.631
I,0
DR,1.375
DU,1.548
DL,1.986
DU,2.336
I,2.778
Kalah,3.304
I,0
DU,1.055
DL,1.228
I,1.594
Kalah,2.228
I,0
DU,1.588
I,2.34
Kalah,2.807
I,0
DD,1.037
I,1.432
Kalah,2.036
I,0
DU,1.129
DL,1.269
I,1.621
Kalah,2.375
I,0
DR,0.708
DD,0.779
I,1.088
Kalah,1.691
I,0
DD,0.296
DR,0.372
DU,0.516
I,0.686
Kalah,1.212
I,0
DD,2.02
DL,2.115
I,2.44
Kalah,3.058
I,0
DR,0.752
DD,0.797
I,1.144
Kalah,1.685
I,0
DD,0.36
DR,0.461
DU,0.498
I,0.754
Kalah,1.209
I,0
DU,0.824
DD,0.859
I,1.229
Kalah,1.821
I,0
DD,1.3
DR,1.351
DU,1.472
I,1.672
Kalah,2.405
I,0
DD,0.623
DL,0.808
I,0.984
Kalah,1.637
I,0
DU,0.032
DR,0.146
I,0.485
Kalah,1.214
I,0
DR,1.032
DD,1.105
I,1.431
Kalah,2.001
I,0
DU,0.582
DL,0.702
I,1.115
Kalah,1.837
I,0
DR,0.801
I,1.202
Kalah,1.921
I,0
DU,1.155
DR,1.202
DD,1.228
I,1.563
Kalah,2.207
I,0
DU,0.819
DD,0.897
DL,0.975
I,1.419
Kalah,2.138
I,0
DD,0.563
DR,0.643
I,1.41
Kalah,2.055
I,0
DR,0.839
DL,0.935
I,1.632
Kalah,2.224
I,0
DD,0.714
DL,0.962
I,1.154
Kalah,1.762
I,0
DD,0.223
DR,0.281
I,0.627
Kalah,1.209
I,0
DU,0.246
DL,0.371
DD,0.388
I,0.826
Kalah,1.204
I,0
DU,0.476
DL,0.553
DD,0.644
I,0.933
Kalah,1.692
I,0
DD,2.481
DR,2.585
I,2.918
Kalah,3.465
I,0
DU,0.824
I,1.317
Kalah,1.946
I,0
DU,0.571
DL,0.669
I,1.372
Kalah,1.943
I,0
DU,0.453
DR,0.508
DD,0.525
I,0.978
Kalah,1.202
I,0
DL,0.444
DU,0.558
DR,0.578
I,1.076
Kalah,1.208
I,0
DD,1.018
DL,1.178
I,1.582
Kalah,2.026
I,0
DU,0.829
DL,0.907
DD,0.927
I,1.426
Kalah,1.913
I,0
DL,0.508
DD,0.566
I,0.893
Kalah,1.2
I,0
DD,1.112
DR,1.185
I,1.695
Kalah,2.115
I,0
DU,1.868
I,2.36
Kalah,2.865
I,0
DR,0.794
DD,0.891
I,1.368
Kalah,1.889
I,0
DL,0.569
DD,0.679
I,1.22
Kalah,1.905
I,0
DD,0.646
I,1.274
Kalah,1.679
I,0
DD,1.452
DR,1.504
I,1.891
Kalah,2.388
I,0
DU,0.992
I,1.445
Kalah,1.982
I,0
DD,0.746
DR,0.819
I,1.229
Kalah,1.666
I,0
DU,0.804
DL,0.965
DD,0.977
I,1.488
Kalah,2.043
I,0
DD,0.827
I,1.283
Kalah,1.787
I,0
DU,0.651
DR,0.776
I,1.369
Kalah,1.798
I,0
DR,1.449
I,1.917
Kalah,2.489
I,0
DU,1.085
DR,1.167
I,1.578
Kalah,2.107
I,0
DU,1.07
DR,1.163
DD,1.171
I,1.782
Kalah,2.15
I,0
DD,1.482
DR,1.561
DD,1.575
I,2.231
Kalah,2.54
I,0
DU,7.501
DL,7.646
DD,8.038
I,8.456
Kalah,8.981
I,0
DU,0.927
DR,1.062
DD,1.09
I,1.696
Kalah,2.162
I,0
DL,0.88
DD,1.027
I,1.592
Kalah,2.159
I,0
DL,1.214
DD,1.279
I,1.743
Kalah,2.236
I,0
DR,4.395
DD,4.535
I,4.947
Kalah,5.385
I,0
DD,1.671
I,2.328
Kalah,2.667
I,0
DR,1.682
DD,1.757
I,2.135
Kalah,2.661
I,0
DU,1.257
DL,1.302
DD,1.322
I,1.698
Kalah,2.241
I,0
DU,1.428
DR,1.509
DD,1.545
I,1.92
Kalah,2.412
I,0
DU,1.428
DR,1.509
DD,1.545
I,1.92
Kalah,2.412
I,0
DR,1.362
DD,1.497
DL,1.522
I,1.906
Kalah,2.458
I,0
DU,1.146
DR,1.233
DD,1.251
I,1.647
Kalah,2.147
I,0
DD,1.698
DR,1.793
I,2.206
Kalah,2.666
I,0
DR,4.323
DD,4.443
DL,4.467
I,4.851
Kalah,5.424
I,0
DD,0.818
DR,0.918
I,1.334
Kalah,1.972
I,0
DU,1.343
DR,1.436
I,1.792
Kalah,2.4
I,0
DR,1.188
DD,1.377
I,1.893
Kalah,2.158
I,0
DR,1.512
I,1.989
Kalah,2.609
I,0
DU,0.699
DL,0.872
DD,0.9
I,1.371
Kalah,1.998
I,0
DL,1.364
DD,1.668
I,1.911
Kalah,2.47
I,0
DD,1.34
DR,1.541
I,1.941
Kalah,2.213
I,0
DR,1.1
DU,1.428
DR,1.51
I,1.83
Kalah,2.242
I,0
DU,1.033
DL,1.215
DD,1.236
I,1.611
Kalah,2.207
I,0
DD,0.783
DU,1.008
I,1.416
Kalah,2.011
I,0
DU,1.088
I,1.685
Kalah,2.218
I,0
DR,0.788
DD,0.963
DL,1.024
I,1.328
Kalah,1.966
I,0
DU,0.801
DL,0.969
DD,1.053
I,1.51
Kalah,2.12
I,0
DU,1.057
DR,1.259
I,1.646
Kalah,2.245
I,0
DR,1.706
DD,1.892
I,2.375
Kalah,2.828
I,0
DR,1.176
DL,1.357
I,1.943
Kalah,2.566
I,0
DD,0.927
I,1.374
Kalah,1.916
I,0
DR,0.443
I,0.954
Kalah,1.21
I,0
DU,0.694
DL,0.849
DD,0.864
I,1.196
Kalah,1.831
I,0
DR,0.957
I,1.501
Kalah,2.182
I,0
DL,1.266
DD,1.439
I,1.844
Kalah,2.403
I,0
DR,1.428
DD,1.638
DL,1.709
I,2.24
Kalah,2.714
I,0
DU,1.073
I,1.772
Kalah,2.212
I,0
DU,1.176
DL,1.451
I,2.053
Kalah,2.625
I,0
DD,1.223
I,1.763
Kalah,2.101
I,0
DU,1.303
DL,1.557
I,2.131
Kalah,2.712
I,0
DL,1.058
DU,1.232
I,1.761
Kalah,2.298
I,0
DU,1.346
DL,1.493
DD,1.497
I,1.802
Kalah,2.461
I,0
DR,1.042
DD,1.244
I,1.706
Kalah,2.006
I,0
DD,0.998
DR,1.201
DU,1.214
I,1.653
Kalah,2.266
I,0
DR,1.163
DD,1.315
I,1.67
Kalah,2.292
I,0
DR,3.479
DD,3.661
DL,3.793
I,4.294
Kalah,4.92
I,0
DL,1.221
I,1.713
Kalah,2.334
I,0
DD,1.004
I,1.453
Kalah,2.027
I,0
DR,0.832
I,1.35
Kalah,1.822
I,0
DD,1.149
DL,1.301
I,1.612
Kalah,2.222
I,0
DR,0.823
I,1.471
Kalah,1.949
I,0
DD,1.13
DL,1.33
DU,1.347
DL,2.096
I,3.295
Kalah,4.266
I,0
DU,1.219
DR,1.396
DD,1.4
I,1.922
Kalah,2.35
I,0
DR,1.609
DD,1.786
I,2.261
Kalah,2.626
I,0
DU,1.346
I,1.994
Kalah,2.529
I,0
DD,1.213
DL,1.407
I,1.989
Kalah,2.524
I,0
DU,1.027
I,1.673
Kalah,2.181
I,0
DU,1.379
DR,1.537
DD,1.582
I,1.961
Kalah,2.546
I,0
DR,1.123
DD,1.308
I,1.798
Kalah,2.279
I,0
DD,1.809
DL,1.991
DU,2.008
I,2.618
Kalah,3.133
I,0
DR,1.011
DU,1.192
DL,1.591
DD,2.08
I,2.753
Kalah,3.301
I,0
DU,1.155
DL,1.333
DD,1.338
I,1.902
Kalah,2.312
I,0
DR,1.124
DU,1.312
I,1.735
Kalah,2.328
I,0
DR,0.963
DU,1.132
I,1.913
Kalah,2.644
I,0
DD,0.943
DL,1.183
I,1.787
Kalah,2.392
I,0
DR,1.176
I,1.793
Kalah,2.317
I,0
DD,1.24
DR,1.436
DU,1.451
DR,2.038
I,2.358
Kalah,2.898
I,0
DD,1.159
I,1.601
Kalah,2.146
I,0
DD,1.241
I,1.71
Kalah,2.13
I,0
DR,1.017
DD,1.178
DL,1.203
I,1.573
Kalah,2.15
I,0
DD,1.07
DL,1.258
DU,1.308
I,2.083
Kalah,2.622
I,0
DD,1.138
I,1.636
Kalah,2.165
I,0
DD,0.796
DR,0.981
DU,0.999
I,1.458
Kalah,2.227
I,0
DU,0.914
DL,1.126
I,1.627
Kalah,2.245
I,0
DR,0.985
DD,1.145
I,1.619
Kalah,2.09
I,0
DD,1.316
DR,1.511
DU,1.525
I,2.193
Kalah,2.608
I,0
DU,0.927
DL,1.115
I,2.356
Kalah,3.265
I,0
DU,1.171
DL,1.35
I,2.031
Kalah,2.659
I,0
DU,0.956
I,1.905
Kalah,2.583
I,0
DR,1.028
I,1.697
Kalah,2.3
I,0
DU,0.804
DL,1.024
I,1.782
Kalah,2.337
I,0
DU,1.948
DL,2.106
I,2.523
Kalah,3.076
I,0
DD,0.897
DU,1.075
I,1.782
Kalah,2.313
I,0
DU,0.948
DL,1.314
DU,1.887
I,2.354
Kalah,2.965
I,0
DU,1.036
DL,1.467
I,2.962
Kalah,4.1
I,0
DR,1.947
DU,2.134
DL,2.478
DU,2.934
I,3.603
Kalah,4.104
I,0
DL,1.68
DD,2.246
I,2.473
Kalah,3.048
I,0
DD,1.325
DL,1.5
DU,1.514
I,2.078
Kalah,2.986
I,0
DU,1.244
DL,2.675
I,3.057
Kalah,3.687
I,0
DD,0.928
DL,1.121
DU,1.131
DL,1.514
DU,2.374
I,2.888
Kalah,2.888
I,0
DU,1.185
DL,1.573
I,2.342
DL,2.525
DD,2.746
I,3.419
Kalah,4.084
I,0
DL,1.188
DD,1.606
I,1.785
Kalah,2.285
I,0
DU,1.122
DL,1.34
I,1.763
Kalah,2.366
I,0
DU,0.954
DL,1.133
I,1.542
Kalah,2.124
I,0
DR,8.941
DU,9.115
DL,9.311
DU,11.116
I,11.495
Kalah,12.06
I,0
DR,8.941
DU,9.115
DL,9.311
DU,11.116
I,11.495
Kalah,12.06
I,0
DU,2.227
I,2.809
Kalah,3.395
